FirstOccurrence,LastOccurrence,Type,SourceIP,SourceMAC,DestinationIP,DestinationMAC,Protocol,PCAPName,MAC,IP,Function,Count,RiskScore
2025-02-14 14:45:46.644771 +0000 UTC,2025-02-14 14:45:46.644771 +0000 UTC,IP_IP_FUNCTION,172.16.106.11,28:63:36:9a:90:b3,172.16.106.14,28:63:36:a9:de:e6,S7,WhJYCk0KHAoHCNXnhduAEhoICLOh6rSzjAoiBwoFDQtqEKwSHAoHCNXnhduAEhoICOa9p7WzjAoiBwoFDQ5qEKwaAwiAECICCAYqBgj42wIQZhHHUNo6Gy4GAA.pcap,,,DOWNLOAD END,1,6.7
2025-02-14 14:45:46.644771 +0000 UTC,2025-02-14 14:45:46.644771 +0000 UTC,IP_IP_FUNCTION,172.16.106.11,28:63:36:9a:90:b3,172.16.106.14,28:63:36:a9:de:e6,S7,WhJYCk0KHAoHCNXnhduAEhoICLOh6rSzjAoiBwoFDQtqEKwSHAoHCNXnhduAEhoICOa9p7WzjAoiBwoFDQ5qEKwaAwiAECICCAYqBgj42wIQZhHHUNo6Gy4GAA.pcap,,,DOWNLOAD,1,6.7
2025-02-14 14:45:46.644771 +0000 UTC,2025-02-14 14:45:46.644771 +0000 UTC,IP_IP_FUNCTION,172.16.106.11,28:63:36:9a:90:b3,172.16.106.14,28:63:36:a9:de:e6,S7,WhJYCk0KHAoHCNXnhduAEhoICLOh6rSzjAoiBwoFDQtqEKwSHAoHCNXnhduAEhoICOa9p7WzjAoiBwoFDQ5qEKwaAwiAECICCAYqBgj62wIQZhEjUdo6Gy4GAA.pcap,,,PLC STOP,1,6.7
2025-02-14 14:45:46.644771 +0000 UTC,2025-02-14 14:45:46.644771 +0000 UTC,MAC_MAC_FUNCTION,0.0.0.0,ac:64:17:03:4f:c5,0.0.0.0,01:0e:cf:00:00:00,Profinet,SBJGCjkKFQoHCNXnhduAEhIBABoHCICAgPjsIRIWCgcI1eeF24ASEgEAGggIxZ-NuMGMKxoECJKRAiIAKgARI1HaOhsuBgAYAQ.pcap,,,PN DCP IDENTIFY REQUEST,1,6.7
2025-02-14 14:45:46.644771 +0000 UTC,2025-02-14 14:45:46.644771 +0000 UTC,MAC_MAC_FUNCTION,0.0.0.0,28:63:36:a9:de:e6,0.0.0.0,28:63:36:9a:90:b3,Profinet,SRJHCjoKFgoHCNXnhduAEhIBABoICLOh6rSzjAoSFgoHCNXnhduAEhIBABoICOa9p7WzjAoaBAiSkQIiACoAEdXvWTQbLgYAGAE.pcap,,,ACYCLIC IO ALARM HIGH,1,6.7
2025-02-14 14:45:46.644771 +0000 UTC,2025-02-14 14:45:46.644771 +0000 UTC,TCP_UNEXPECTED_SEQUENCE_NUMBER,172.16.106.11,28:63:36:9a:90:b3,172.16.106.14,28:63:36:a9:de:e6,S7,WhJYCk0KHAoHCNXnhduAEhoICLOh6rSzjAoiBwoFDQtqEKwSHAoHCNXnhduAEhoICOa9p7WzjAoiBwoFDQ5qEKwaAwiAECICCAYqBgj42wIQZhHHUNo6Gy4GAA.pcap,28:63:36:9a:90:b3,172.16.106.11,,1,3.4
2025-02-14 14:45:46.644771 +0000 UTC,2025-02-14 14:45:46.644771 +0000 UTC,TCP_UNEXPECTED_SEQUENCE_NUMBER,172.16.106.11,28:63:36:9a:90:b3,172.16.106.14,28:63:36:a9:de:e6,S7,WhJYCk0KHAoHCNXnhduAEhoICLOh6rSzjAoiBwoFDQtqEKwSHAoHCNXnhduAEhoICOa9p7WzjAoiBwoFDQ5qEKwaAwiAECICCAYqBgj42wIQZhHHUNo6Gy4GAA.pcap,28:63:36:a9:de:e6,172.16.106.14,,1,3.4
2025-02-14 14:45:46.644771 +0000 UTC,2025-02-14 14:45:46.644771 +0000 UTC,PROGRAM_UPLOAD,172.16.106.11,28:63:36:9a:90:b3,172.16.106.14,28:63:36:a9:de:e6,S7,WhJYCk0KHAoHCNXnhduAEhoICLOh6rSzjAoiBwoFDQtqEKwSHAoHCNXnhduAEhoICOa9p7WzjAoiBwoFDQ5qEKwaAwiAECICCAYqBgj42wIQZhHHUNo6Gy4GAA.pcap,28:63:36:a9:de:e6,172.16.106.14,,1,6.7
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,MAC_PROTOCOL,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,ARP,QBI-CjMKEwoHCNXnhduAEhoICLergYC7nBUSEwoHCNXnhduAEhoICMWfjbjBjCsaAwiGECIAKgARKlHaOhsuBgA.pcap,54:e3:b0:00:55:b7,,,1,3.4
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,MAC_MAC,0.0.0.0,28:63:36:9a:90:b3,0.0.0.0,01:0e:cf:00:00:00,Profinet,SBJGCjkKFQoHCNXnhduAEhIBABoHCICAgPjsIRIWCgcI1eeF24ASEgEAGggIs6HqtLOMChoECJKRAiIAKgARKlHaOhsuBgAYAQ.pcap,,,,1,6.7
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,MAC_MAC_PROTOCOL,0.0.0.0,28:63:36:9a:90:b3,0.0.0.0,01:0e:cf:00:00:00,Profinet,SBJGCjkKFQoHCNXnhduAEhIBABoHCICAgPjsIRIWCgcI1eeF24ASEgEAGggIs6HqtLOMChoECJKRAiIAKgARKlHaOhsuBgAYAQ.pcap,,,,1,3.4
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,MAC_MAC_PROTOCOL,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,ARP,QBI-CjMKEwoHCNXnhduAEhoICLergYC7nBUSEwoHCNXnhduAEhoICMWfjbjBjCsaAwiGECIAKgARKlHaOhsuBgA.pcap,,,,1,3.4
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,XhJcCk8KHAoHCNXnhduAEhoICLergYC7nBUiBwoFDRlqEKwSHAoHCNXnhduAEhoICMWfjbjBjCsiBwoFDQ1qEKwaAwiAECICCBEqCAiUkQIQ1akDESpR2jobLgYAGAE.pcap,,172.16.106.25,DCE RPC CONNECT REQUEST,1,6.7
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,MAC_FUNCTION,0.0.0.0,28:63:36:9a:90:b3,0.0.0.0,01:0e:cf:00:00:00,Profinet,SBJGCjkKFQoHCNXnhduAEhIBABoHCICAgPjsIRIWCgcI1eeF24ASEgEAGggIs6HqtLOMChoECJKRAiIAKgARKlHaOhsuBgAYAQ.pcap,28:63:36:9a:90:b3,,PN DCP IDENTIFY REQUEST,1,6.7
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b1,0.0.0.0,28:63:36:9a:90:b3,Profinet,SRJHCjoKFgoHCNXnhduAEhIBABoICLOh6rSzjAoSFgoHCNXnhduAEhIBABoICLGrgYC7nBUaBAiSkQIiACoAEQrvWTQbLgYAGAE.pcap,28:63:36:9a:90:b3,,PN INVALID,1,6.7
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b1,0.0.0.0,28:63:36:9a:90:b3,Profinet,SRJHCjoKFgoHCNXnhduAEhIBABoICLOh6rSzjAoSFgoHCNXnhduAEhIBABoICLGrgYC7nBUaBAiSkQIiACoAEQrvWTQbLgYAGAE.pcap,54:e3:b0:00:55:b1,,ACYCLIC IO ALARM LOW,1,6.7
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b1,0.0.0.0,28:63:36:9a:90:b3,Profinet,SRJHCjoKFgoHCNXnhduAEhIBABoICLOh6rSzjAoSFgoHCNXnhduAEhIBABoICLGrgYC7nBUaBAiSkQIiACoAEQrvWTQbLgYAGAE.pcap,54:e3:b0:00:55:b1,,PN INVALID,1,6.7
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,ARP,QBI-CjMKEwoHCNXnhduAEhoICLergYC7nBUSEwoHCNXnhduAEhoICMWfjbjBjCsaAwiGECIAKgARKlHaOhsuBgA.pcap,54:e3:b0:00:55:b7,,REPLY,1,6.7
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,Profinet,RxJFCjoKFgoHCNXnhduAEhIBABoICLergYC7nBUSFgoHCNXnhduAEhIBABoICMWfjbjBjCsaBAiSkQIiACoAEYpfWTQbLgYA.pcap,54:e3:b0:00:55:b7,,PN INVALID,1,6.7
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,Profinet,RxJFCjoKFgoHCNXnhduAEhIBABoICLergYC7nBUSFgoHCNXnhduAEhIBABoICMWfjbjBjCsaBAiSkQIiACoAEYpfWTQbLgYA.pcap,54:e3:b0:00:55:b7,,ACYCLIC IO ALARM LOW,1,6.7
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,Profinet,RxJFCjoKFgoHCNXnhduAEhIBABoICLergYC7nBUSFgoHCNXnhduAEhIBABoICMWfjbjBjCsaBAiSkQIiACoAEYpfWTQbLgYA.pcap,ac:64:17:03:4f:c5,,PN INVALID,1,6.7
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,IP_IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,XhJcCk8KHAoHCNXnhduAEhoICLergYC7nBUiBwoFDRlqEKwSHAoHCNXnhduAEhoICMWfjbjBjCsiBwoFDQ1qEKwaAwiAECICCBEqCAiUkQIQ1akDESpR2jobLgYAGAE.pcap,,,DCE RPC CONNECT REQUEST,1,6.7
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,MAC_MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b1,0.0.0.0,28:63:36:9a:90:b3,Profinet,SRJHCjoKFgoHCNXnhduAEhIBABoICLOh6rSzjAoSFgoHCNXnhduAEhIBABoICLGrgYC7nBUaBAiSkQIiACoAEQrvWTQbLgYAGAE.pcap,,,PN INVALID,1,6.7
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,MAC_MAC_FUNCTION,0.0.0.0,28:63:36:9a:90:b3,0.0.0.0,01:0e:cf:00:00:00,Profinet,SBJGCjkKFQoHCNXnhduAEhIBABoHCICAgPjsIRIWCgcI1eeF24ASEgEAGggIs6HqtLOMChoECJKRAiIAKgARKlHaOhsuBgAYAQ.pcap,,,PN DCP IDENTIFY REQUEST,1,6.7
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,MAC_MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,Profinet,RxJFCjoKFgoHCNXnhduAEhIBABoICLergYC7nBUSFgoHCNXnhduAEhIBABoICMWfjbjBjCsaBAiSkQIiACoAEYpfWTQbLgYA.pcap,,,PN INVALID,1,6.7
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,MAC_MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b1,0.0.0.0,28:63:36:9a:90:b3,Profinet,SRJHCjoKFgoHCNXnhduAEhIBABoICLOh6rSzjAoSFgoHCNXnhduAEhIBABoICLGrgYC7nBUaBAiSkQIiACoAEQrvWTQbLgYAGAE.pcap,,,ACYCLIC IO ALARM LOW,1,6.7
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,MAC_MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,Profinet,RxJFCjoKFgoHCNXnhduAEhIBABoICLergYC7nBUSFgoHCNXnhduAEhIBABoICMWfjbjBjCsaBAiSkQIiACoAEYpfWTQbLgYA.pcap,,,ACYCLIC IO ALARM LOW,1,6.7
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,MAC_MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,ARP,QBI-CjMKEwoHCNXnhduAEhoICLergYC7nBUSEwoHCNXnhduAEhoICMWfjbjBjCsaAwiGECIAKgARKlHaOhsuBgA.pcap,,,REPLY,1,6.7
2025-02-14 14:45:46.644778 +0000 UTC,2025-02-14 14:45:46.644778 +0000 UTC,THROUGHPUT_VARIANCE_LIMIT_EXCEEDED,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,XhJcCk8KHAoHCNXnhduAEhoICLergYC7nBUiBwoFDRlqEKwSHAoHCNXnhduAEhoICMWfjbjBjCsiBwoFDQ1qEKwaAwiAECICCBEqCAiUkQIQ1akDESpR2jobLgYAGAE.pcap,ac:64:17:03:4f:c5,172.16.106.13,,1,3.4
2025-02-14 14:45:46.644779 +0000 UTC,2025-02-14 14:45:46.644779 +0000 UTC,IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,XhJcCk8KHAoHCNXnhduAEhoICLergYC7nBUiBwoFDRlqEKwSHAoHCNXnhduAEhoICMWfjbjBjCsiBwoFDQ1qEKwaAwiAECICCBEqCAiAgAMQ1akDEWHuXzQbLgYAGAE.pcap,,172.16.106.25,DCE RPC CONNECT RESPONSE,1,6.7
2025-02-14 14:45:46.644779 +0000 UTC,2025-02-14 14:45:46.644779 +0000 UTC,IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,XhJcCk8KHAoHCNXnhduAEhoICLergYC7nBUiBwoFDRlqEKwSHAoHCNXnhduAEhoICMWfjbjBjCsiBwoFDQ1qEKwaAwiAECICCBEqCAiAgAMQ1akDEWHuXzQbLgYAGAE.pcap,,172.16.106.25,DCE RPC CONTROL RESPONSE,1,6.7
2025-02-14 14:45:46.644779 +0000 UTC,2025-02-14 14:45:46.644779 +0000 UTC,IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,XhJcCk8KHAoHCNXnhduAEhoICLergYC7nBUiBwoFDRlqEKwSHAoHCNXnhduAEhoICMWfjbjBjCsiBwoFDQ1qEKwaAwiAECICCBEqCAiAgAMQ1akDEWHuXzQbLgYAGAE.pcap,,172.16.106.25,DCE RPC CONTROL REQUEST,1,6.7
2025-02-14 14:45:46.644779 +0000 UTC,2025-02-14 14:45:46.644779 +0000 UTC,IP_IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,XhJcCk8KHAoHCNXnhduAEhoICLergYC7nBUiBwoFDRlqEKwSHAoHCNXnhduAEhoICMWfjbjBjCsiBwoFDQ1qEKwaAwiAECICCBEqCAiAgAMQ1akDEWHuXzQbLgYAGAE.pcap,,,DCE RPC CONTROL RESPONSE,1,6.7
2025-02-14 14:45:46.644779 +0000 UTC,2025-02-14 14:45:46.644779 +0000 UTC,IP_IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,XhJcCk8KHAoHCNXnhduAEhoICLergYC7nBUiBwoFDRlqEKwSHAoHCNXnhduAEhoICMWfjbjBjCsiBwoFDQ1qEKwaAwiAECICCBEqCAiAgAMQ1akDEWHuXzQbLgYAGAE.pcap,,,DCE RPC CONTROL REQUEST,1,6.7
2025-02-14 14:45:46.644779 +0000 UTC,2025-02-14 14:45:46.644779 +0000 UTC,IP_IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,XhJcCk8KHAoHCNXnhduAEhoICLergYC7nBUiBwoFDRlqEKwSHAoHCNXnhduAEhoICMWfjbjBjCsiBwoFDQ1qEKwaAwiAECICCBEqCAiAgAMQ1akDEWHuXzQbLgYAGAE.pcap,,,DCE RPC CONNECT RESPONSE,1,6.7
2025-02-14 14:45:46.644784 +0000 UTC,2025-02-14 14:45:46.644784 +0000 UTC,MAC,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,00:50:56:c0:00:01,Profinet,SBJGCjkKFQoHCNXnhduAEhIBABoHCIGAgLaFChIWCgcI1eeF24ASEgEAGggIt6uBgLucFRoECJKRAiIAKgARMFHaOhsuBgAYAQ.pcap,00:50:56:c0:00:01,,,1,6.7
2025-02-14 14:45:46.644784 +0000 UTC,2025-02-14 14:45:46.644784 +0000 UTC,MAC_PROTOCOL,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,00:50:56:c0:00:01,Profinet,SBJGCjkKFQoHCNXnhduAEhIBABoHCIGAgLaFChIWCgcI1eeF24ASEgEAGggIt6uBgLucFRoECJKRAiIAKgARMFHaOhsuBgAYAQ.pcap,00:50:56:c0:00:01,,,1,3.4
2025-02-14 14:45:46.644784 +0000 UTC,2025-02-14 14:45:46.644784 +0000 UTC,MAC_MAC,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,00:50:56:c0:00:01,Profinet,SBJGCjkKFQoHCNXnhduAEhIBABoHCIGAgLaFChIWCgcI1eeF24ASEgEAGggIt6uBgLucFRoECJKRAiIAKgARMFHaOhsuBgAYAQ.pcap,,,,1,6.7
2025-02-14 14:45:46.644784 +0000 UTC,2025-02-14 14:45:46.644784 +0000 UTC,MAC_MAC_PROTOCOL,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,00:50:56:c0:00:01,Profinet,SBJGCjkKFQoHCNXnhduAEhIBABoHCIGAgLaFChIWCgcI1eeF24ASEgEAGggIt6uBgLucFRoECJKRAiIAKgARMFHaOhsuBgAYAQ.pcap,,,,1,3.4
2025-02-14 14:45:46.644784 +0000 UTC,2025-02-14 14:45:46.644784 +0000 UTC,MAC_FUNCTION,0.0.0.0,00:50:56:c0:00:01,0.0.0.0,54:e3:b0:00:55:b7,Profinet,QBI-CjMKEgoHCNXnhduAEhoHCIGAgLaFChITCgcI1eeF24ASGggIt6uBgLucFRoECJKRAiIAKgARMFHaOhsuBgA.pcap,00:50:56:c0:00:01,,PN DCP SET REQUEST,1,6.7
2025-02-14 14:45:46.644784 +0000 UTC,2025-02-14 14:45:46.644784 +0000 UTC,MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,00:50:56:c0:00:01,Profinet,SBJGCjkKFQoHCNXnhduAEhIBABoHCIGAgLaFChIWCgcI1eeF24ASEgEAGggIt6uBgLucFRoECJKRAiIAKgARMFHaOhsuBgAYAQ.pcap,00:50:56:c0:00:01,,PN DCP SET SUCCESS,1,6.7
2025-02-14 14:45:46.644784 +0000 UTC,2025-02-14 14:45:46.644784 +0000 UTC,MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,00:50:56:c0:00:01,Profinet,SBJGCjkKFQoHCNXnhduAEhIBABoHCIGAgLaFChIWCgcI1eeF24ASEgEAGggIt6uBgLucFRoECJKRAiIAKgARMFHaOhsuBgAYAQ.pcap,54:e3:b0:00:55:b7,,PN DCP SET SUCCESS,1,6.7
2025-02-14 14:45:46.644784 +0000 UTC,2025-02-14 14:45:46.644784 +0000 UTC,MAC_FUNCTION,0.0.0.0,00:50:56:c0:00:01,0.0.0.0,54:e3:b0:00:55:b7,Profinet,QBI-CjMKEgoHCNXnhduAEhoHCIGAgLaFChITCgcI1eeF24ASGggIt6uBgLucFRoECJKRAiIAKgARMFHaOhsuBgA.pcap,54:e3:b0:00:55:b7,,PN DCP SET REQUEST,1,6.7
2025-02-14 14:45:46.644784 +0000 UTC,2025-02-14 14:45:46.644784 +0000 UTC,MAC_MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,00:50:56:c0:00:01,Profinet,SBJGCjkKFQoHCNXnhduAEhIBABoHCIGAgLaFChIWCgcI1eeF24ASEgEAGggIt6uBgLucFRoECJKRAiIAKgARMFHaOhsuBgAYAQ.pcap,,,PN DCP SET SUCCESS,1,6.7
2025-02-14 14:45:46.644784 +0000 UTC,2025-02-14 14:45:46.644784 +0000 UTC,MAC_MAC_FUNCTION,0.0.0.0,00:50:56:c0:00:01,0.0.0.0,54:e3:b0:00:55:b7,Profinet,QBI-CjMKEgoHCNXnhduAEhoHCIGAgLaFChITCgcI1eeF24ASGggIt6uBgLucFRoECJKRAiIAKgARMFHaOhsuBgA.pcap,,,PN DCP SET REQUEST,1,6.7
2025-02-14 14:45:46.644784 +0000 UTC,2025-02-14 14:45:46.644784 +0000 UTC,MAC_ACTIVE,0.0.0.0,00:50:56:c0:00:01,0.0.0.0,54:e3:b0:00:55:b7,Profinet,QBI-CjMKEgoHCNXnhduAEhoHCIGAgLaFChITCgcI1eeF24ASGggIt6uBgLucFRoECJKRAiIAKgARMFHaOhsuBgA.pcap,00:50:56:c0:00:01,,,1,6.7
2025-02-14 14:45:46.644784 +0000 UTC,2025-02-14 14:45:46.644784 +0000 UTC,TCP_SYN_WITHOUT_SYN_ACK,172.16.106.11,28:63:36:9a:90:b3,172.16.106.12,28:63:36:a9:ac:eb,S7,WhJYCk0KHAoHCNXnhduAEhoICLOh6rSzjAoiBwoFDQtqEKwSHAoHCNXnhduAEhoICOvZprWzjAoiBwoFDQxqEKwaAwiAECICCAYqBgiGoQMQZhEwUdo6Gy4GAA.pcap,28:63:36:9a:90:b3,172.16.106.11,,1,3.4
2025-02-14 14:45:46.644793 +0000 UTC,2025-02-14 14:45:46.644793 +0000 UTC,IP_IP_PROTOCOL,172.16.106.11,28:63:36:9a:90:b3,172.16.106.12,28:63:36:a9:ac:eb,S7,WhJYCk0KHAoHCNXnhduAEhoICLOh6rSzjAoiBwoFDQtqEKwSHAoHCNXnhduAEhoICOvZprWzjAoiBwoFDQxqEKwaAwiAECICCAYqBgiGoQMQZhEwUdo6Gy4GAA.pcap,,,,1,3.4
2025-02-14 14:45:46.644793 +0000 UTC,2025-02-14 14:45:46.644793 +0000 UTC,IP_FUNCTION,172.16.106.11,28:63:36:9a:90:b3,172.16.106.12,28:63:36:a9:ac:eb,S7,WhJYCk0KHAoHCNXnhduAEhoICLOh6rSzjAoiBwoFDQtqEKwSHAoHCNXnhduAEhoICOvZprWzjAoiBwoFDQxqEKwaAwiAECICCAYqBgiGoQMQZhEwUdo6Gy4GAA.pcap,,172.16.106.11,STATE LIST,1,6.7
2025-02-14 14:45:46.644793 +0000 UTC,2025-02-14 14:45:46.644793 +0000 UTC,IP_IP_FUNCTION,172.16.106.11,28:63:36:9a:90:b3,172.16.106.12,28:63:36:a9:ac:eb,S7,WhJYCk0KHAoHCNXnhduAEhoICLOh6rSzjAoiBwoFDQtqEKwSHAoHCNXnhduAEhoICOvZprWzjAoiBwoFDQxqEKwaAwiAECICCAYqBgiGoQMQZhEwUdo6Gy4GAA.pcap,,,OPEN CONNECTION,1,6.7
2025-02-14 14:45:46.644793 +0000 UTC,2025-02-14 14:45:46.644793 +0000 UTC,IP_IP_FUNCTION,172.16.106.11,28:63:36:9a:90:b3,172.16.106.12,28:63:36:a9:ac:eb,S7,WhJYCk0KHAoHCNXnhduAEhoICLOh6rSzjAoiBwoFDQtqEKwSHAoHCNXnhduAEhoICOvZprWzjAoiBwoFDQxqEKwaAwiAECICCAYqBgiGoQMQZhEwUdo6Gy4GAA.pcap,,,STATE LIST,1,6.7
2025-02-14 14:45:46.644894 +0000 UTC,2025-02-14 14:45:46.644894 +0000 UTC,IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,WxJZCk4KGwoHCNXnhduAEhoHCKi-h_KNBiIHCgUNFmoQrBIcCgcI1eeF24ASGggI69mmtbOMCiIHCgUNDGoQrBoDCIAQIgIIESoICICAAxCDgAMR9b9ZNBsuBgA.pcap,,172.16.106.22,DCE RPC READ REQUEST,1,6.7
2025-02-14 14:45:46.644894 +0000 UTC,2025-02-14 14:45:46.644894 +0000 UTC,IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,WxJZCk4KGwoHCNXnhduAEhoHCKi-h_KNBiIHCgUNFmoQrBIcCgcI1eeF24ASGggI69mmtbOMCiIHCgUNDGoQrBoDCIAQIgIIESoICICAAxCDgAMR9b9ZNBsuBgA.pcap,,172.16.106.22,DCE RPC READ RESPONSE,1,6.7
2025-02-14 14:45:46.644894 +0000 UTC,2025-02-14 14:45:46.644894 +0000 UTC,IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,WxJZCk4KGwoHCNXnhduAEhoHCKi-h_KNBiIHCgUNFmoQrBIcCgcI1eeF24ASGggI69mmtbOMCiIHCgUNDGoQrBoDCIAQIgIIESoICICAAxCDgAMR9b9ZNBsuBgA.pcap,,172.16.106.12,DCE RPC READ RESPONSE,1,6.7
2025-02-14 14:45:46.644894 +0000 UTC,2025-02-14 14:45:46.644894 +0000 UTC,IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,WxJZCk4KGwoHCNXnhduAEhoHCKi-h_KNBiIHCgUNFmoQrBIcCgcI1eeF24ASGggI69mmtbOMCiIHCgUNDGoQrBoDCIAQIgIIESoICICAAxCDgAMR9b9ZNBsuBgA.pcap,,172.16.106.12,DCE RPC READ REQUEST,1,6.7
2025-02-14 14:45:46.644894 +0000 UTC,2025-02-14 14:45:46.644894 +0000 UTC,IP_IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,WxJZCk4KGwoHCNXnhduAEhoHCKi-h_KNBiIHCgUNFmoQrBIcCgcI1eeF24ASGggI69mmtbOMCiIHCgUNDGoQrBoDCIAQIgIIESoICICAAxCDgAMR9b9ZNBsuBgA.pcap,,,DCE RPC READ REQUEST,1,6.7
2025-02-14 14:45:46.644894 +0000 UTC,2025-02-14 14:45:46.644894 +0000 UTC,IP_IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,WxJZCk4KGwoHCNXnhduAEhoHCKi-h_KNBiIHCgUNFmoQrBIcCgcI1eeF24ASGggI69mmtbOMCiIHCgUNDGoQrBoDCIAQIgIIESoICICAAxCDgAMR9b9ZNBsuBgA.pcap,,,DCE RPC READ RESPONSE,1,6.7
