Type,SourceIP,SourceMAC,DestinationIP,DestinationMAC,Protocol,MAC,IP,Function,predictions
MAC_MAC_PROTOCOL,0.0.0.0,18:db:f2:38:71:39,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,,,,1
MAC_FUNCTION,0.0.0.0,18:db:f2:38:71:39,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,18:db:f2:38:71:39,,REQUEST,1
MAC_MAC_FUNCTION,0.0.0.0,18:db:f2:38:71:39,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,,,REQUEST,1
MAC_ACTIVE,0.0.0.0,18:db:f2:38:71:39,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,18:db:f2:38:71:39,,,1
ARP_GRATUITOUS_REQUEST,0.0.0.0,18:db:f2:38:71:39,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,18:db:f2:38:71:39,,,1
MAC_PROTOCOL,0.0.0.0,00:a0:45:9b:55:db,0.0.0.0,01:80:c2:00:00:0e,LLDP,00:a0:45:9b:55:db,,,0
MAC_MAC_PROTOCOL,0.0.0.0,00:a0:45:9b:55:db,0.0.0.0,01:80:c2:00:00:0e,LLDP,,,,0
MAC,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,00:30:de:41:df:28,Profinet,00:30:de:41:df:28,,,0
MAC_PROTOCOL,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,00:30:de:41:df:28,Profinet,00:30:de:41:df:28,,,0
MAC_PROTOCOL,0.0.0.0,00:30:de:41:df:28,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,00:30:de:41:df:28,,,0
MAC_PROTOCOL,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,00:30:de:41:df:28,Profinet,28:63:36:a9:ac:eb,,,0
MAC_MAC,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,00:30:de:41:df:28,Profinet,,,,0
MAC_MAC,0.0.0.0,00:30:de:41:df:28,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,,,,0
MAC_MAC_PROTOCOL,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,00:30:de:41:df:28,Profinet,,,,0
MAC_MAC_PROTOCOL,0.0.0.0,00:30:de:41:df:28,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,,,,0
MAC_FUNCTION,0.0.0.0,00:30:de:41:df:28,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,00:30:de:41:df:28,,REQUEST,0
MAC_MAC_FUNCTION,0.0.0.0,00:30:de:41:df:28,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,,,REQUEST,0
MAC_ACTIVE,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,00:30:de:41:df:28,Profinet,00:30:de:41:df:28,,,0
ARP_GRATUITOUS_REQUEST,0.0.0.0,00:30:de:41:df:28,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,00:30:de:41:df:28,,,0
MAC,0.0.0.0,00:30:de:41:df:2a,0.0.0.0,01:80:c2:00:00:0e,LLDP,00:30:de:41:df:2a,,,0
MAC_PROTOCOL,0.0.0.0,00:30:de:41:df:2a,0.0.0.0,01:80:c2:00:00:0e,LLDP,00:30:de:41:df:2a,,,0
MAC_MAC,0.0.0.0,00:30:de:41:df:2a,0.0.0.0,01:80:c2:00:00:0e,LLDP,,,,0
MAC_MAC,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,,,,0
MAC_MAC_PROTOCOL,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,,,,0
MAC_MAC_PROTOCOL,0.0.0.0,00:30:de:41:df:2a,0.0.0.0,01:80:c2:00:00:0e,LLDP,,,,0
MAC_ACTIVE,0.0.0.0,00:30:de:41:df:2a,0.0.0.0,01:80:c2:00:00:0e,LLDP,00:30:de:41:df:2a,,,0
IP,172.16.106.12,28:63:36:a9:ac:eb,172.16.106.22,00:30:de:41:df:28,Profinet,,172.16.106.22,,0
IP_PROTOCOL,172.16.106.12,28:63:36:a9:ac:eb,172.16.106.22,00:30:de:41:df:28,Profinet,,172.16.106.22,,0
IP_PROTOCOL,172.16.106.12,28:63:36:a9:ac:eb,172.16.106.22,00:30:de:41:df:28,Profinet,,172.16.106.12,,0
IP_IP,172.16.106.12,28:63:36:a9:ac:eb,172.16.106.22,00:30:de:41:df:28,Profinet,,,,0
IP_IP_PROTOCOL,172.16.106.12,28:63:36:a9:ac:eb,172.16.106.22,00:30:de:41:df:28,Profinet,,,,0
MAC_MAC_PROTOCOL,0.0.0.0,00:30:de:41:df:28,0.0.0.0,28:63:36:a9:ac:eb,ARP,,,,0
IP_MAC,172.16.106.12,28:63:36:a9:ac:eb,172.16.106.22,00:30:de:41:df:28,Profinet,,,,0
IP_FUNCTION,172.16.106.12,28:63:36:a9:ac:eb,172.16.106.22,00:30:de:41:df:28,Profinet,,172.16.106.22,DCE RPC CONNECT REQUEST,0
IP_FUNCTION,172.16.106.12,28:63:36:a9:ac:eb,172.16.106.22,00:30:de:41:df:28,Profinet,,172.16.106.12,DCE RPC CONNECT REQUEST,0
MAC_FUNCTION,0.0.0.0,00:30:de:41:df:28,0.0.0.0,28:63:36:a9:ac:eb,ARP,00:30:de:41:df:28,,REPLY,0
IP_IP_FUNCTION,172.16.106.12,28:63:36:a9:ac:eb,172.16.106.22,00:30:de:41:df:28,Profinet,,,DCE RPC CONNECT REQUEST,0
MAC_MAC_FUNCTION,0.0.0.0,00:30:de:41:df:28,0.0.0.0,28:63:36:a9:ac:eb,ARP,,,REPLY,0
IP_ACTIVE,172.16.106.12,28:63:36:a9:ac:eb,172.16.106.22,00:30:de:41:df:28,Profinet,,172.16.106.12,,0
IP_ACTIVE,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,172.16.106.22,,0
PROFINET_STATION_PROBLEM_INDICATOR,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,00:30:de:41:df:28,Profinet,00:30:de:41:df:28,,,0
IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,172.16.106.22,DCE RPC WRITE REQUEST,0
IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,172.16.106.22,DCE RPC WRITE RESPONSE,0
IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,172.16.106.22,DCE RPC CONTROL RESPONSE,0
IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,172.16.106.22,DCE RPC CONNECT RESPONSE,0
IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,172.16.106.22,DCE RPC CONTROL REQUEST,0
IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,172.16.106.12,DCE RPC WRITE REQUEST,0
IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,172.16.106.12,DCE RPC CONTROL REQUEST,0
IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,172.16.106.12,DCE RPC CONNECT RESPONSE,0
IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,172.16.106.12,DCE RPC WRITE RESPONSE,0
IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,172.16.106.12,DCE RPC CONTROL RESPONSE,0
IP_IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,,DCE RPC CONNECT RESPONSE,0
IP_IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,,DCE RPC CONTROL REQUEST,0
IP_IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,,DCE RPC WRITE RESPONSE,0
IP_IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,,DCE RPC WRITE REQUEST,0
IP_IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,,DCE RPC CONTROL RESPONSE,0
THROUGHPUT_VARIANCE_LIMIT_EXCEEDED,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,00:30:de:41:df:28,172.16.106.22,,1
MAC_PROTOCOL,0.0.0.0,28:63:36:a9:ac:ec,0.0.0.0,01:80:c2:00:00:0e,LLDP,28:63:36:a9:ac:ec,,,0
MAC_MAC_PROTOCOL,0.0.0.0,28:63:36:a9:ac:ec,0.0.0.0,01:80:c2:00:00:0e,LLDP,,,,0
MAC_PROTOCOL,0.0.0.0,28:63:36:a9:de:e7,0.0.0.0,01:80:c2:00:00:0e,LLDP,28:63:36:a9:de:e7,,,0
MAC_MAC_PROTOCOL,0.0.0.0,28:63:36:a9:de:e7,0.0.0.0,01:80:c2:00:00:0e,LLDP,,,,0
IP,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.23,00:60:34:12:ab:7f,Profinet,,172.16.106.23,,0
MAC,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.23,00:60:34:12:ab:7f,Profinet,00:60:34:12:ab:7f,,,0
IP_PROTOCOL,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.23,00:60:34:12:ab:7f,Profinet,,172.16.106.23,,0
IP_PROTOCOL,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.23,00:60:34:12:ab:7f,Profinet,,172.16.106.13,,0
IP_IP,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.23,00:60:34:12:ab:7f,Profinet,,,,0
MAC_MAC,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.23,00:60:34:12:ab:7f,Profinet,,,,0
IP_IP_PROTOCOL,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.23,00:60:34:12:ab:7f,Profinet,,,,0
IP_MAC,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.23,00:60:34:12:ab:7f,Profinet,,,,0
IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.23,00:60:34:12:ab:7f,Profinet,,172.16.106.23,DCE RPC CONNECT REQUEST,0
IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.23,00:60:34:12:ab:7f,Profinet,,172.16.106.13,DCE RPC CONNECT REQUEST,0
IP_IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.23,00:60:34:12:ab:7f,Profinet,,,DCE RPC CONNECT REQUEST,0
IP_ACTIVE,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.23,00:60:34:12:ab:7f,Profinet,,172.16.106.13,,0
MAC_PROTOCOL,0.0.0.0,00:60:34:12:ab:7f,0.0.0.0,ac:64:17:03:4f:c5,Profinet,00:60:34:12:ab:7f,,,0
MAC_MAC_PROTOCOL,0.0.0.0,00:60:34:12:ab:7f,0.0.0.0,ac:64:17:03:4f:c5,Profinet,,,,0
MAC_ACTIVE,0.0.0.0,00:60:34:12:ab:7f,0.0.0.0,ac:64:17:03:4f:c5,Profinet,00:60:34:12:ab:7f,,,0
IP_ACTIVE,172.16.106.23,00:60:34:12:ab:7f,172.16.106.13,ac:64:17:03:4f:c5,Profinet,,172.16.106.23,,0
IP_FUNCTION,172.16.106.23,00:60:34:12:ab:7f,172.16.106.13,ac:64:17:03:4f:c5,Profinet,,172.16.106.23,DCE RPC WRITE REQUEST,0
IP_FUNCTION,172.16.106.23,00:60:34:12:ab:7f,172.16.106.13,ac:64:17:03:4f:c5,Profinet,,172.16.106.23,DCE RPC CONTROL RESPONSE,0
IP_FUNCTION,172.16.106.23,00:60:34:12:ab:7f,172.16.106.13,ac:64:17:03:4f:c5,Profinet,,172.16.106.23,DCE RPC WRITE RESPONSE,0
IP_FUNCTION,172.16.106.23,00:60:34:12:ab:7f,172.16.106.13,ac:64:17:03:4f:c5,Profinet,,172.16.106.23,DCE RPC CONNECT RESPONSE,0
IP_FUNCTION,172.16.106.23,00:60:34:12:ab:7f,172.16.106.13,ac:64:17:03:4f:c5,Profinet,,172.16.106.23,DCE RPC CONTROL REQUEST,0
IP_FUNCTION,172.16.106.23,00:60:34:12:ab:7f,172.16.106.13,ac:64:17:03:4f:c5,Profinet,,172.16.106.13,DCE RPC CONTROL REQUEST,0
IP_FUNCTION,172.16.106.23,00:60:34:12:ab:7f,172.16.106.13,ac:64:17:03:4f:c5,Profinet,,172.16.106.13,DCE RPC CONNECT RESPONSE,0
IP_FUNCTION,172.16.106.23,00:60:34:12:ab:7f,172.16.106.13,ac:64:17:03:4f:c5,Profinet,,172.16.106.13,DCE RPC WRITE REQUEST,0
IP_FUNCTION,172.16.106.23,00:60:34:12:ab:7f,172.16.106.13,ac:64:17:03:4f:c5,Profinet,,172.16.106.13,DCE RPC WRITE RESPONSE,0
IP_FUNCTION,172.16.106.23,00:60:34:12:ab:7f,172.16.106.13,ac:64:17:03:4f:c5,Profinet,,172.16.106.13,DCE RPC CONTROL RESPONSE,0
IP_IP_FUNCTION,172.16.106.23,00:60:34:12:ab:7f,172.16.106.13,ac:64:17:03:4f:c5,Profinet,,,DCE RPC CONNECT RESPONSE,0
IP_IP_FUNCTION,172.16.106.23,00:60:34:12:ab:7f,172.16.106.13,ac:64:17:03:4f:c5,Profinet,,,DCE RPC WRITE RESPONSE,0
IP_IP_FUNCTION,172.16.106.23,00:60:34:12:ab:7f,172.16.106.13,ac:64:17:03:4f:c5,Profinet,,,DCE RPC CONTROL REQUEST,0
IP_IP_FUNCTION,172.16.106.23,00:60:34:12:ab:7f,172.16.106.13,ac:64:17:03:4f:c5,Profinet,,,DCE RPC WRITE REQUEST,0
IP_IP_FUNCTION,172.16.106.23,00:60:34:12:ab:7f,172.16.106.13,ac:64:17:03:4f:c5,Profinet,,,DCE RPC CONTROL RESPONSE,0
IP,172.16.106.11,28:63:36:9a:90:b3,172.16.106.21,00:a0:45:9b:55:d9,Profinet,,172.16.106.21,,0
IP_PROTOCOL,172.16.106.11,28:63:36:9a:90:b3,172.16.106.21,00:a0:45:9b:55:d9,Profinet,,172.16.106.21,,0
IP_PROTOCOL,172.16.106.11,28:63:36:9a:90:b3,172.16.106.21,00:a0:45:9b:55:d9,Profinet,,172.16.106.11,,0
IP_IP,172.16.106.11,28:63:36:9a:90:b3,172.16.106.21,00:a0:45:9b:55:d9,Profinet,,,,0
IP_IP_PROTOCOL,172.16.106.11,28:63:36:9a:90:b3,172.16.106.21,00:a0:45:9b:55:d9,Profinet,,,,0
IP_MAC,172.16.106.11,28:63:36:9a:90:b3,172.16.106.21,00:a0:45:9b:55:d9,Profinet,,,,0
IP_FUNCTION,172.16.106.11,28:63:36:9a:90:b3,172.16.106.21,00:a0:45:9b:55:d9,Profinet,,172.16.106.21,DCE RPC CONNECT REQUEST,0
IP_FUNCTION,172.16.106.11,28:63:36:9a:90:b3,172.16.106.21,00:a0:45:9b:55:d9,Profinet,,172.16.106.11,DCE RPC CONNECT REQUEST,0
IP_IP_FUNCTION,172.16.106.11,28:63:36:9a:90:b3,172.16.106.21,00:a0:45:9b:55:d9,Profinet,,,DCE RPC CONNECT REQUEST,0
IP_ACTIVE,172.16.106.11,28:63:36:9a:90:b3,172.16.106.21,00:a0:45:9b:55:d9,Profinet,,172.16.106.11,,0
IP,172.16.106.11,28:63:36:9a:90:b3,172.16.106.24,54:e3:b0:00:55:b1,Profinet,,172.16.106.24,,0
IP_PROTOCOL,172.16.106.11,28:63:36:9a:90:b3,172.16.106.14,28:63:36:a9:de:e6,Profinet,,172.16.106.14,,0
IP_PROTOCOL,172.16.106.11,28:63:36:9a:90:b3,172.16.106.24,54:e3:b0:00:55:b1,Profinet,,172.16.106.24,,0
IP_IP,172.16.106.11,28:63:36:9a:90:b3,172.16.106.13,ac:64:17:03:4f:c5,Profinet,,,,0
IP_IP,172.16.106.11,28:63:36:9a:90:b3,172.16.106.24,54:e3:b0:00:55:b1,Profinet,,,,0
IP_IP,172.16.106.11,28:63:36:9a:90:b3,172.16.106.14,28:63:36:a9:de:e6,Profinet,,,,0
IP_IP,172.16.106.11,28:63:36:9a:90:b3,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,,,0
IP_IP_PROTOCOL,172.16.106.11,28:63:36:9a:90:b3,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,,,0
IP_IP_PROTOCOL,172.16.106.11,28:63:36:9a:90:b3,172.16.106.24,54:e3:b0:00:55:b1,Profinet,,,,0
IP_IP_PROTOCOL,172.16.106.11,28:63:36:9a:90:b3,172.16.106.13,ac:64:17:03:4f:c5,Profinet,,,,0
IP_IP_PROTOCOL,172.16.106.11,28:63:36:9a:90:b3,172.16.106.14,28:63:36:a9:de:e6,Profinet,,,,0
IP_MAC,172.16.106.11,28:63:36:9a:90:b3,172.16.106.24,54:e3:b0:00:55:b1,Profinet,,,,0
IP_FUNCTION,172.16.106.11,28:63:36:9a:90:b3,172.16.106.14,28:63:36:a9:de:e6,Profinet,,172.16.106.14,DCE RPC CONNECT REQUEST,0
IP_FUNCTION,172.16.106.11,28:63:36:9a:90:b3,172.16.106.24,54:e3:b0:00:55:b1,Profinet,,172.16.106.24,DCE RPC CONNECT REQUEST,0
IP_IP_FUNCTION,172.16.106.11,28:63:36:9a:90:b3,172.16.106.14,28:63:36:a9:de:e6,Profinet,,,DCE RPC CONNECT REQUEST,0
IP_IP_FUNCTION,172.16.106.11,28:63:36:9a:90:b3,172.16.106.24,54:e3:b0:00:55:b1,Profinet,,,DCE RPC CONNECT REQUEST,0
IP_IP_FUNCTION,172.16.106.11,28:63:36:9a:90:b3,172.16.106.13,ac:64:17:03:4f:c5,Profinet,,,DCE RPC CONNECT REQUEST,0
IP_IP_FUNCTION,172.16.106.11,28:63:36:9a:90:b3,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,,DCE RPC CONNECT REQUEST,0
UDP_ADDRESS_SCAN,172.16.106.11,28:63:36:9a:90:b3,172.16.106.14,28:63:36:a9:de:e6,Profinet,28:63:36:9a:90:b3,172.16.106.11,,0
MAC_MAC_PROTOCOL,0.0.0.0,ac:64:17:03:4f:c5,0.0.0.0,28:63:36:9a:90:b3,Profinet,,,,0
IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.11,DCE RPC CONTROL REQUEST,0
IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.11,DCE RPC CONNECT RESPONSE,0
IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.11,DCE RPC CONTROL RESPONSE,0
IP_IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.11,28:63:36:9a:90:b3,Profinet,,,DCE RPC CONNECT RESPONSE,0
IP_IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.11,28:63:36:9a:90:b3,Profinet,,,DCE RPC CONTROL REQUEST,0
IP_IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.11,28:63:36:9a:90:b3,Profinet,,,DCE RPC CONTROL RESPONSE,0
MAC_PROTOCOL,0.0.0.0,54:e3:b0:00:55:b1,0.0.0.0,28:63:36:9a:90:b3,Profinet,54:e3:b0:00:55:b1,,,0
MAC_MAC_PROTOCOL,0.0.0.0,54:e3:b0:00:55:b1,0.0.0.0,28:63:36:9a:90:b3,Profinet,,,,0
IP_ACTIVE,172.16.106.24,54:e3:b0:00:55:b1,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.24,,0
MAC_PROTOCOL,0.0.0.0,28:63:36:a9:de:e6,0.0.0.0,28:63:36:9a:90:b3,Profinet,28:63:36:a9:de:e6,,,0
MAC_MAC_PROTOCOL,0.0.0.0,28:63:36:a9:de:e6,0.0.0.0,28:63:36:9a:90:b3,Profinet,,,,0
MAC_MAC_PROTOCOL,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,28:63:36:9a:90:b3,Profinet,,,,0
IP_ACTIVE,172.16.106.14,28:63:36:a9:de:e6,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.14,,0
IP_ACTIVE,172.16.106.21,00:a0:45:9b:55:d9,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.21,,0
IP_IP_FUNCTION,172.16.106.12,28:63:36:a9:ac:eb,172.16.106.11,28:63:36:9a:90:b3,Profinet,,,DCE RPC CONTROL REQUEST,0
IP_IP_FUNCTION,172.16.106.12,28:63:36:a9:ac:eb,172.16.106.11,28:63:36:9a:90:b3,Profinet,,,DCE RPC CONNECT RESPONSE,0
IP_IP_FUNCTION,172.16.106.12,28:63:36:a9:ac:eb,172.16.106.11,28:63:36:9a:90:b3,Profinet,,,DCE RPC CONTROL RESPONSE,0
IP_FUNCTION,172.16.106.14,28:63:36:a9:de:e6,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.14,DCE RPC CONNECT RESPONSE,0
IP_FUNCTION,172.16.106.14,28:63:36:a9:de:e6,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.14,DCE RPC CONTROL RESPONSE,0
IP_FUNCTION,172.16.106.14,28:63:36:a9:de:e6,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.14,DCE RPC CONTROL REQUEST,0
IP_IP_FUNCTION,172.16.106.14,28:63:36:a9:de:e6,172.16.106.11,28:63:36:9a:90:b3,Profinet,,,DCE RPC CONNECT RESPONSE,0
IP_IP_FUNCTION,172.16.106.14,28:63:36:a9:de:e6,172.16.106.11,28:63:36:9a:90:b3,Profinet,,,DCE RPC CONTROL RESPONSE,0
IP_IP_FUNCTION,172.16.106.14,28:63:36:a9:de:e6,172.16.106.11,28:63:36:9a:90:b3,Profinet,,,DCE RPC CONTROL REQUEST,0
MAC_PROTOCOL,0.0.0.0,00:60:34:12:ab:7f,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,00:60:34:12:ab:7f,,,0
MAC_MAC,0.0.0.0,00:60:34:12:ab:7f,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,,,,0
MAC_MAC_PROTOCOL,0.0.0.0,00:60:34:12:ab:7f,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,,,,0
MAC_FUNCTION,0.0.0.0,00:60:34:12:ab:7f,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,00:60:34:12:ab:7f,,REQUEST,0
MAC_MAC_FUNCTION,0.0.0.0,00:60:34:12:ab:7f,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,,,REQUEST,0
IP_FUNCTION,172.16.106.21,00:a0:45:9b:55:d9,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.21,DCE RPC WRITE RESPONSE,0
IP_FUNCTION,172.16.106.21,00:a0:45:9b:55:d9,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.21,DCE RPC CONNECT RESPONSE,0
IP_FUNCTION,172.16.106.21,00:a0:45:9b:55:d9,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.21,DCE RPC CONTROL RESPONSE,0
IP_FUNCTION,172.16.106.21,00:a0:45:9b:55:d9,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.21,DCE RPC CONTROL REQUEST,0
IP_FUNCTION,172.16.106.21,00:a0:45:9b:55:d9,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.21,DCE RPC WRITE REQUEST,0
IP_FUNCTION,172.16.106.21,00:a0:45:9b:55:d9,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.11,DCE RPC WRITE RESPONSE,0
IP_FUNCTION,172.16.106.21,00:a0:45:9b:55:d9,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.11,DCE RPC WRITE REQUEST,0
IP_IP_FUNCTION,172.16.106.21,00:a0:45:9b:55:d9,172.16.106.11,28:63:36:9a:90:b3,Profinet,,,DCE RPC WRITE REQUEST,0
IP_IP_FUNCTION,172.16.106.21,00:a0:45:9b:55:d9,172.16.106.11,28:63:36:9a:90:b3,Profinet,,,DCE RPC CONTROL REQUEST,0
IP_IP_FUNCTION,172.16.106.21,00:a0:45:9b:55:d9,172.16.106.11,28:63:36:9a:90:b3,Profinet,,,DCE RPC CONTROL RESPONSE,0
IP_IP_FUNCTION,172.16.106.21,00:a0:45:9b:55:d9,172.16.106.11,28:63:36:9a:90:b3,Profinet,,,DCE RPC CONNECT RESPONSE,0
IP_IP_FUNCTION,172.16.106.21,00:a0:45:9b:55:d9,172.16.106.11,28:63:36:9a:90:b3,Profinet,,,DCE RPC WRITE RESPONSE,0
UDP_PORT_SCAN,172.16.106.11,28:63:36:9a:90:b3,172.16.106.21,00:a0:45:9b:55:d9,Profinet,28:63:36:9a:90:b3,172.16.106.11,,1
MAC_PROTOCOL,0.0.0.0,28:63:36:9a:90:b4,0.0.0.0,01:80:c2:00:00:0e,LLDP,28:63:36:9a:90:b4,,,0
MAC_MAC_PROTOCOL,0.0.0.0,28:63:36:9a:90:b4,0.0.0.0,01:80:c2:00:00:0e,LLDP,,,,0
MAC_PROTOCOL,0.0.0.0,ac:64:17:35:60:52,0.0.0.0,01:80:c2:00:00:0e,LLDP,ac:64:17:35:60:52,,,0
MAC_MAC_PROTOCOL,0.0.0.0,ac:64:17:35:60:52,0.0.0.0,01:80:c2:00:00:0e,LLDP,,,,0
MAC_PROTOCOL,0.0.0.0,54:e3:b0:00:55:b8,0.0.0.0,01:80:c2:00:00:0e,Profinet,54:e3:b0:00:55:b8,,,0
MAC_MAC_PROTOCOL,0.0.0.0,54:e3:b0:00:55:b8,0.0.0.0,01:80:c2:00:00:0e,Profinet,,,,0
MAC_PROTOCOL,0.0.0.0,54:e3:b0:00:55:b2,0.0.0.0,01:80:c2:00:00:0e,Profinet,54:e3:b0:00:55:b2,,,0
MAC_MAC_PROTOCOL,0.0.0.0,54:e3:b0:00:55:b2,0.0.0.0,01:80:c2:00:00:0e,Profinet,,,,0
MAC_PROTOCOL,0.0.0.0,00:60:34:12:ab:80,0.0.0.0,01:80:c2:00:00:0e,LLDP,00:60:34:12:ab:80,,,0
MAC_MAC_PROTOCOL,0.0.0.0,00:60:34:12:ab:80,0.0.0.0,01:80:c2:00:00:0e,LLDP,,,,0
MAC_PROTOCOL,0.0.0.0,00:30:de:41:df:2a,0.0.0.0,01:80:c2:00:00:0e,Profinet,00:30:de:41:df:2a,,,0
MAC_MAC_PROTOCOL,0.0.0.0,00:30:de:41:df:2a,0.0.0.0,01:80:c2:00:00:0e,Profinet,,,,0
TCP_RTT_VARIANCE_LIMIT_EXCEEDED,172.16.106.31,ac:64:17:35:60:50,172.16.106.12,28:63:36:a9:ac:eb,S7,ac:64:17:35:60:50,172.16.106.31,,0
IP,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,,172.16.106.25,,0
IP_PROTOCOL,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,,172.16.106.25,,0
IP_IP,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,,,,0
