Type,SourceIP,SourceMAC,DestinationIP,DestinationMAC,Protocol,MAC,IP,Function,predictions
MAC,0.0.0.0,00:50:56:c0:00:01,0.0.0.0,54:e3:b0:00:55:b7,Profinet,00:50:56:c0:00:01,,,1
MAC_PROTOCOL,0.0.0.0,00:50:56:c0:00:01,0.0.0.0,54:e3:b0:00:55:b7,Profinet,00:50:56:c0:00:01,,,1
MAC_MAC,0.0.0.0,00:50:56:c0:00:01,0.0.0.0,54:e3:b0:00:55:b7,Profinet,,,,1
MAC_MAC_PROTOCOL,0.0.0.0,00:50:56:c0:00:01,0.0.0.0,54:e3:b0:00:55:b7,Profinet,,,,1
MAC_ACTIVE,0.0.0.0,00:50:56:c0:00:01,0.0.0.0,54:e3:b0:00:55:b7,Profinet,00:50:56:c0:00:01,,,1
MAC_FUNCTION,0.0.0.0,00:50:56:c0:00:01,0.0.0.0,54:e3:b0:00:55:b7,Profinet,00:50:56:c0:00:01,,PN DCP SET REQUEST,1
MAC_FUNCTION,0.0.0.0,00:50:56:c0:00:01,0.0.0.0,54:e3:b0:00:55:b7,Profinet,54:e3:b0:00:55:b7,,PN DCP SET REQUEST,1
MAC_MAC_FUNCTION,0.0.0.0,00:50:56:c0:00:01,0.0.0.0,54:e3:b0:00:55:b7,Profinet,,,PN DCP SET REQUEST,1
MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,00:50:56:c0:00:01,Profinet,00:50:56:c0:00:01,,PN DCP SET SUCCESS,1
MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,00:50:56:c0:00:01,Profinet,54:e3:b0:00:55:b7,,PN DCP SET SUCCESS,1
MAC_MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,00:50:56:c0:00:01,Profinet,,,PN DCP SET SUCCESS,1
MAC_FUNCTION,0.0.0.0,ac:64:17:03:4f:c5,0.0.0.0,01:0e:cf:00:00:00,Profinet,01:0e:cf:00:00:00,,PN DCP IDENTIFY REQUEST,1
MAC_FUNCTION,0.0.0.0,ac:64:17:03:4f:c5,0.0.0.0,01:0e:cf:00:00:00,Profinet,ac:64:17:03:4f:c5,,PN DCP IDENTIFY REQUEST,1
MAC_MAC_FUNCTION,0.0.0.0,ac:64:17:03:4f:c5,0.0.0.0,01:0e:cf:00:00:00,Profinet,,,PN DCP IDENTIFY REQUEST,1
MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,ARP,54:e3:b0:00:55:b7,,REPLY,1
MAC_MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,ARP,,,REPLY,1
IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,,172.16.106.25,DCE RPC CONNECT REQUEST,1
IP_IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,,,DCE RPC CONNECT REQUEST,1
CYCLIC_MESSAGE_OUT_OF_ORDER,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,Profinet,54:e3:b0:00:55:b7,,,1
CYCLIC_MESSAGE_OUT_OF_ORDER,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,Profinet,ac:64:17:03:4f:c5,,,1
IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,,172.16.106.25,DCE RPC CONNECT RESPONSE,1
IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,,172.16.106.25,DCE RPC CONTROL RESPONSE,1
IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,,172.16.106.25,DCE RPC CONTROL REQUEST,1
IP_IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,,,DCE RPC CONTROL REQUEST,1
IP_IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,,,DCE RPC CONTROL RESPONSE,1
IP_IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,,,DCE RPC CONNECT RESPONSE,1
MAC_FUNCTION,0.0.0.0,28:63:36:a9:de:e6,0.0.0.0,28:63:36:9a:90:b3,Profinet,28:63:36:9a:90:b3,,ACYCLIC IO ALARM HIGH,1
MAC_FUNCTION,0.0.0.0,28:63:36:a9:de:e6,0.0.0.0,28:63:36:9a:90:b3,Profinet,28:63:36:a9:de:e6,,ACYCLIC IO ALARM HIGH,1
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:a9:de:e6,0.0.0.0,28:63:36:9a:90:b3,Profinet,,,ACYCLIC IO ALARM HIGH,1
MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b1,0.0.0.0,28:63:36:9a:90:b3,Profinet,28:63:36:9a:90:b3,,PN INVALID,1
MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b1,0.0.0.0,28:63:36:9a:90:b3,Profinet,54:e3:b0:00:55:b1,,PN INVALID,1
MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b1,0.0.0.0,28:63:36:9a:90:b3,Profinet,54:e3:b0:00:55:b1,,ACYCLIC IO ALARM LOW,1
MAC_MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b1,0.0.0.0,28:63:36:9a:90:b3,Profinet,,,ACYCLIC IO ALARM LOW,1
MAC_MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b1,0.0.0.0,28:63:36:9a:90:b3,Profinet,,,PN INVALID,1
MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,Profinet,54:e3:b0:00:55:b7,,ACYCLIC IO ALARM LOW,1
MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,Profinet,54:e3:b0:00:55:b7,,PN INVALID,1
MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,Profinet,ac:64:17:03:4f:c5,,PN INVALID,1
MAC_MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,Profinet,,,ACYCLIC IO ALARM LOW,1
MAC_MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,Profinet,,,PN INVALID,1
MAC_MAC,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,18:db:f2:38:71:39,ARP,,,,1
MAC_MAC_PROTOCOL,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,18:db:f2:38:71:39,ARP,,,,1
IP_IP,172.16.106.199,18:db:f2:38:71:39,172.16.106.12,28:63:36:a9:ac:eb,S7,,,,1
IP_IP_PROTOCOL,172.16.106.199,18:db:f2:38:71:39,172.16.106.12,28:63:36:a9:ac:eb,S7,,,,1
IP_FUNCTION,172.16.106.199,18:db:f2:38:71:39,172.16.106.12,28:63:36:a9:ac:eb,S7,,172.16.106.199,STATE LIST,1
IP_IP_FUNCTION,172.16.106.199,18:db:f2:38:71:39,172.16.106.12,28:63:36:a9:ac:eb,S7,,,STATE LIST,1
IP_IP_FUNCTION,172.16.106.199,18:db:f2:38:71:39,172.16.106.12,28:63:36:a9:ac:eb,S7,,,OPEN CONNECTION,1
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,18:db:f2:38:71:39,ARP,,,REPLY,1
IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,172.16.106.22,DCE RPC READ REQUEST,1
IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,172.16.106.22,DCE RPC READ RESPONSE,1
IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,172.16.106.12,DCE RPC READ REQUEST,1
IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,172.16.106.12,DCE RPC READ RESPONSE,1
IP_IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,,DCE RPC READ RESPONSE,1
IP_IP_FUNCTION,172.16.106.22,00:30:de:41:df:28,172.16.106.12,28:63:36:a9:ac:eb,Profinet,,,DCE RPC READ REQUEST,1
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:a9:de:e6,0.0.0.0,18:db:f2:38:71:39,ARP,,,REQUEST,1
THROUGHPUT_VARIANCE_LIMIT_EXCEEDED,172.16.106.11,28:63:36:9a:90:b3,172.16.106.24,54:e3:b0:00:55:b1,Profinet,28:63:36:9a:90:b3,172.16.106.11,,0
THROUGHPUT_VARIANCE_LIMIT_EXCEEDED,172.16.106.31,ac:64:17:35:60:50,172.16.106.13,ac:64:17:03:4f:c5,S7,ac:64:17:03:4f:c5,172.16.106.13,,0
THROUGHPUT_VARIANCE_LIMIT_EXCEEDED,172.16.106.31,ac:64:17:35:60:50,172.16.106.14,28:63:36:a9:de:e6,S7,ac:64:17:35:60:50,172.16.106.31,,0
THROUGHPUT_VARIANCE_LIMIT_EXCEEDED,172.16.106.31,ac:64:17:35:60:50,172.16.106.12,28:63:36:a9:ac:eb,S7,ac:64:17:35:60:50,172.16.106.31,,0
THROUGHPUT_VARIANCE_LIMIT_EXCEEDED,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,ac:64:17:03:4f:c5,172.16.106.13,,1
THROUGHPUT_VARIANCE_LIMIT_EXCEEDED,172.16.106.31,ac:64:17:35:60:50,172.16.106.13,ac:64:17:03:4f:c5,S7,ac:64:17:35:60:50,172.16.106.31,,0
THROUGHPUT_VARIANCE_LIMIT_EXCEEDED,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,28:63:36:a9:de:e6,172.16.106.14,,1
THROUGHPUT_VARIANCE_LIMIT_EXCEEDED,172.16.106.199,18:db:f2:38:71:39,172.16.106.12,28:63:36:a9:ac:eb,S7,28:63:36:a9:ac:eb,172.16.106.12,,1
THROUGHPUT_VARIANCE_LIMIT_EXCEEDED,172.16.106.24,54:e3:b0:00:55:b1,172.16.106.11,28:63:36:9a:90:b3,Profinet,54:e3:b0:00:55:b1,172.16.106.24,,0
THROUGHPUT_VARIANCE_LIMIT_EXCEEDED,172.16.106.12,28:63:36:a9:ac:eb,172.16.106.22,00:30:de:41:df:28,Profinet,28:63:36:a9:ac:eb,172.16.106.12,,1
