frame.number,protocol,function,eth.src,eth.dst,ip.src,ip.dst,tcp.flags_ack,tcp.flags_fin,tcp.flags_reset,tcp.flags_syn,tcp.hdr_len,tcp.len,tcp.payload,ip.flags_df,ip.flags_mf,ip.flags_rb,ip.frag_offset,ip.hdr_len,ip.len,ip.ttl,ip.checksum,tcp.checksum,tcp.dstport,tcp.srcport,udp.checksum,udp.dstport,udp.length,udp.payload,udp.srcport,ground_truth,Predictions,Predictions_2
2682,Profinet,DCE RPC CONTROL REQUEST,28:63:36:9a:90:b3,54:e3:b0:00:55:b1,172.16.106.11,172.16.106.24,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,160,64,0x4c97,0,0,0,0xb9b9,49152,140,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:02:00:02:00:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:cb:c3:ef:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:01:00:00:00:01:00:00:00:01:00:00:00:04:00:ff:ff:ff:ff:34:00:00:00:00:00:20:00:00:00:20:00:00:00:20:00:00:00:00:00:00:00:20:00:00:00:01:10:00:1c:01:00:00:00:64:3d:32:87:c5:6f:c9:4d:b2:5d:bd:0b:4a:92:4e:cd:00:01:00:00:00:01:00:00,53428,0,0,0
2700,Profinet,0,28:63:36:a9:ac:eb,28:63:36:9a:90:b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2717,Profinet,DCE RPC CONNECT RESPONSE,28:63:36:a9:ac:eb,28:63:36:9a:90:b3,172.16.106.12,172.16.106.11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,198,30,0x6fd4,0,0,0,0x436e,53428,178,04:02:0a:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:64:01:01:00:2a:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:30:c4:ef:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:06:00:00:00:01:00:00:00:00:00:00:00:00:00:ff:ff:ff:ff:5a:00:00:00:00:00:00:00:00:00:46:00:00:00:2f:01:00:00:00:00:00:00:46:00:00:00:81:01:00:1e:01:00:00:01:96:9c:56:37:4d:90:cc:4e:9f:1b:68:8f:3d:d1:0d:89:00:01:28:63:36:a9:ac:eb:88:92:81:02:00:08:01:00:00:01:00:01:80:02:81:02:00:08:01:00:00:02:00:02:80:e1:81:03:00:08:01:00:00:01:00:81:01:00,49154,0,0,0
2721,Profinet,DCE RPC CONTROL RESPONSE,54:e3:b0:00:55:b1,28:63:36:9a:90:b3,172.16.106.24,172.16.106.11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,160,64,0x4e07,0,0,0,0x51af,53428,140,04:02:28:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:02:00:02:00:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:cb:c3:ef:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:01:00:00:00:01:00:00:00:01:00:00:00:04:00:ff:ff:ff:ff:34:00:00:00:00:01:00:00:00:00:20:00:00:00:20:00:00:00:00:00:00:00:20:00:00:00:81:10:00:1c:01:00:00:00:64:3d:32:87:c5:6f:c9:4d:b2:5d:bd:0b:4a:92:4e:cd:00:01:00:00:00:08:00:00,49152,0,0,0
2722,Profinet,DCE RPC CONNECT RESPONSE,28:63:36:a9:de:e6,28:63:36:9a:90:b3,172.16.106.14,172.16.106.11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,198,30,0x6fe4,0,0,0,0x7647,53428,178,04:02:0a:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:64:01:01:00:2a:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:96:c4:ef:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:07:00:00:00:01:00:00:00:00:00:00:00:00:00:ff:ff:ff:ff:5a:00:00:00:00:00:00:00:00:00:46:00:00:00:fb:00:00:00:00:00:00:00:46:00:00:00:81:01:00:1e:01:00:00:01:55:a5:5c:8c:54:8a:ec:44:a8:8e:b6:c4:55:50:1a:3b:00:01:28:63:36:a9:de:e6:88:92:81:02:00:08:01:00:00:01:00:01:80:04:81:02:00:08:01:00:00:02:00:02:80:e1:81:03:00:08:01:00:00:01:00:81:01:00,49154,0,0,0
2729,Profinet,0,28:63:36:9a:90:b3,ac:64:17:03:4f:c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2736,Profinet,DCE RPC CONNECT RESPONSE,00:a0:45:9b:55:d9,28:63:36:9a:90:b3,172.16.106.21,172.16.106.11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,198,255,0x8ee5,0,0,0,0x0000,53428,178,04:02:0a:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:10:00:00:b0:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:68:c2:e0:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:0a:00:00:00:01:00:00:00:00:00:00:00:00:00:ff:ff:ff:ff:5a:00:00:00:00:00:00:00:00:00:46:00:00:00:8b:01:00:00:00:00:00:00:46:00:00:00:81:01:00:1e:01:00:00:01:e7:13:96:f9:ef:23:d8:48:8a:bd:bf:de:9c:b5:d3:b0:00:01:00:a0:45:9b:55:d9:88:92:81:02:00:08:01:00:00:01:00:01:80:00:81:02:00:08:01:00:00:02:00:02:80:01:81:03:00:08:01:00:00:01:00:01:01:00,49344,0,0,0
2740,Profinet,DCE RPC CONTROL REQUEST,28:63:36:9a:90:b3,28:63:36:a9:ac:eb,172.16.106.11,172.16.106.12,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,160,64,0x0265,0,0,0,0x26c8,49154,140,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:64:01:01:00:2a:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:30:c4:ef:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:06:00:00:00:01:00:00:00:01:00:00:00:04:00:ff:ff:ff:ff:34:00:00:00:00:00:20:00:00:00:20:00:00:00:20:00:00:00:00:00:00:00:20:00:00:00:01:10:00:1c:01:00:00:00:96:9c:56:37:4d:90:cc:4e:9f:1b:68:8f:3d:d1:0d:89:00:01:00:00:00:01:00:00,53428,0,0,0
2750,Profinet,0,54:e3:b0:00:55:b1,28:63:36:9a:90:b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2757,Profinet,DCE RPC CONTROL REQUEST,28:63:36:9a:90:b3,28:63:36:a9:de:e6,172.16.106.11,172.16.106.14,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,160,64,0x820b,0,0,0,0x579e,49154,140,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:64:01:01:00:2a:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:96:c4:ef:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:07:00:00:00:01:00:00:00:01:00:00:00:04:00:ff:ff:ff:ff:34:00:00:00:00:00:20:00:00:00:20:00:00:00:20:00:00:00:00:00:00:00:20:00:00:00:01:10:00:1c:01:00:00:00:55:a5:5c:8c:54:8a:ec:44:a8:8e:b6:c4:55:50:1a:3b:00:01:00:00:00:01:00:00,53428,0,0,0
2765,Profinet,DCE RPC WRITE REQUEST,28:63:36:9a:90:b3,00:a0:45:9b:55:d9,172.16.106.11,172.16.106.21,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,198,64,0xc854,0,0,0,0x06b0,49344,178,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:10:00:00:b0:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:68:c2:e0:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:0a:00:00:00:01:00:00:00:01:00:00:00:03:00:ff:ff:ff:ff:5a:00:00:00:00:00:46:00:00:00:46:00:00:00:46:00:00:00:00:00:00:00:46:00:00:00:00:08:00:3c:01:00:00:00:e7:13:96:f9:ef:23:d8:48:8a:bd:bf:de:9c:b5:d3:b0:00:00:00:00:00:00:00:01:00:00:7e:ff:00:00:00:06:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:01:00:01:01:01,53428,0,0,0
2847,Profinet,DCE RPC CONTROL RESPONSE,28:63:36:a9:ac:eb,28:63:36:9a:90:b3,172.16.106.12,172.16.106.11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,160,30,0x6ff9,0,0,0,0xdcbe,53428,140,04:02:0a:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:64:01:01:00:2a:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:30:c4:ef:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:06:00:00:00:01:00:00:00:01:00:00:00:04:00:ff:ff:ff:ff:34:00:00:00:00:00:00:00:00:00:20:00:00:00:20:00:00:00:00:00:00:00:20:00:00:00:81:10:00:1c:01:00:00:00:96:9c:56:37:4d:90:cc:4e:9f:1b:68:8f:3d:d1:0d:89:00:01:00:00:00:08:00:00,49154,0,0,0
2853,Profinet,DCE RPC CONTROL RESPONSE,28:63:36:a9:de:e6,28:63:36:9a:90:b3,172.16.106.14,172.16.106.11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,160,30,0x7009,0,0,0,0x0d95,53428,140,04:02:0a:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:64:01:01:00:2a:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:96:c4:ef:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:07:00:00:00:01:00:00:00:01:00:00:00:04:00:ff:ff:ff:ff:34:00:00:00:00:00:00:00:00:00:20:00:00:00:20:00:00:00:00:00:00:00:20:00:00:00:81:10:00:1c:01:00:00:00:55:a5:5c:8c:54:8a:ec:44:a8:8e:b6:c4:55:50:1a:3b:00:01:00:00:00:08:00:00,49154,0,0,0
2857,Profinet,DCE RPC WRITE RESPONSE,00:a0:45:9b:55:d9,28:63:36:9a:90:b3,172.16.106.21,172.16.106.11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,192,255,0x8eeb,0,0,0,0x0000,53428,172,04:02:0a:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:10:00:00:b0:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:68:c2:e0:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:0a:00:00:00:01:00:00:00:01:00:00:00:03:00:ff:ff:ff:ff:54:00:00:00:00:00:00:00:00:00:40:00:00:00:46:00:00:00:00:00:00:00:40:00:00:00:80:08:00:3c:01:00:00:00:e7:13:96:f9:ef:23:d8:48:8a:bd:bf:de:9c:b5:d3:b0:00:00:00:00:00:00:00:01:00:00:7e:ff:00:00:00:06:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00,49344,0,0,0
3249,Profinet,DCE RPC CONTROL REQUEST,28:63:36:9a:90:b3,00:a0:45:9b:55:d9,172.16.106.11,172.16.106.21,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,160,64,0xaf98,0,0,0,0x3d1c,49344,140,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:10:00:00:b0:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:68:c2:e0:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:0a:00:00:00:01:00:00:00:07:00:00:00:04:00:ff:ff:ff:ff:34:00:00:00:00:00:20:00:00:00:20:00:00:00:20:00:00:00:00:00:00:00:20:00:00:00:01:10:00:1c:01:00:00:00:e7:13:96:f9:ef:23:d8:48:8a:bd:bf:de:9c:b5:d3:b0:00:01:00:00:00:01:00:00,53428,0,0,0
3256,ARP,REQUEST,00:60:34:12:ab:7f,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3296,Profinet,DCE RPC CONTROL RESPONSE,00:a0:45:9b:55:d9,28:63:36:9a:90:b3,172.16.106.21,172.16.106.11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,160,255,0x8f0b,0,0,0,0x0000,53428,140,04:02:0a:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:10:00:00:b0:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:68:c2:e0:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:0a:00:00:00:01:00:00:00:07:00:00:00:04:00:ff:ff:ff:ff:34:00:00:00:00:00:00:00:00:00:20:00:00:00:20:00:00:00:00:00:00:00:20:00:00:00:81:10:00:1c:01:00:00:00:e7:13:96:f9:ef:23:d8:48:8a:bd:bf:de:9c:b5:d3:b0:00:01:00:00:00:08:00:00,49344,0,0,0
11170,LLDP,CLIENT REPORT,28:63:36:9a:90:b4,01:80:c2:00:00:0e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12324,LLDP,CLIENT REPORT,ac:64:17:35:60:52,01:80:c2:00:00:0e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13956,Profinet,ACYCLIC IO ALARM LOW,ac:64:17:03:4f:c5,28:63:36:9a:90:b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18863,Profinet,PTCP DELAY REQUEST,54:e3:b0:00:55:b8,01:80:c2:00:00:0e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18880,Profinet,PTCP DELAY REQUEST,54:e3:b0:00:55:b2,01:80:c2:00:00:0e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30946,LLDP,CLIENT REPORT,00:60:34:12:ab:80,01:80:c2:00:00:0e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35187,Profinet,PTCP DELAY REQUEST,00:30:de:41:df:2a,01:80:c2:00:00:0e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125973,Profinet,DCE RPC WRITE REQUEST,ac:64:17:03:4f:c5,54:e3:b0:00:55:b7,172.16.106.13,172.16.106.25,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,196,64,0xa3c9,0,0,0,0x0ee4,49152,176,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:02:00:02:00:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:2d:a9:1b:18:00:00:10:10:b0:e9:ac:64:17:03:4f:c5:01:00:00:00:01:00:00:00:02:00:00:00:03:00:ff:ff:ff:ff:58:00:00:00:00:00:44:00:00:00:44:00:00:00:44:00:00:00:00:00:00:00:44:00:00:00:00:08:00:3c:01:00:00:00:bb:32:d6:6b:43:7c:cc:4d:8c:7c:7e:7a:20:92:ee:85:00:00:00:00:00:00:00:01:00:00:10:00:00:00:00:04:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:80:00:00:e3,54485,0,0,0
125990,Profinet,DCE RPC WRITE RESPONSE,54:e3:b0:00:55:b7,ac:64:17:03:4f:c5,172.16.106.25,172.16.106.13,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,192,64,0x4de2,0,0,0,0x57cc,54485,172,04:02:28:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:02:00:02:00:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:2d:a9:1b:18:00:00:10:10:b0:e9:ac:64:17:03:4f:c5:01:00:00:00:01:00:00:00:02:00:00:00:03:00:ff:ff:ff:ff:54:00:00:00:00:01:00:00:00:00:40:00:00:00:44:00:00:00:00:00:00:00:40:00:00:00:80:08:00:3c:01:00:00:00:bb:32:d6:6b:43:7c:cc:4d:8c:7c:7e:7a:20:92:ee:85:00:00:00:00:00:00:00:01:00:00:10:00:00:00:00:04:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00,49152,0,0,0
208951,Profinet,DCE RPC WRITE REQUEST,28:63:36:9a:90:b3,54:e3:b0:00:55:b1,172.16.106.11,172.16.106.24,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,196,64,0x62f2,0,0,0,0x7572,49152,176,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:02:00:02:00:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:cb:c3:ef:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:01:00:00:00:01:00:00:00:02:00:00:00:03:00:ff:ff:ff:ff:58:00:00:00:00:00:44:00:00:00:44:00:00:00:44:00:00:00:00:00:00:00:44:00:00:00:00:08:00:3c:01:00:00:00:64:3d:32:87:c5:6f:c9:4d:b2:5d:bd:0b:4a:92:4e:cd:00:00:00:00:00:00:00:01:00:00:10:00:00:00:00:04:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:80:00:00:e3,53428,0,0,0
208971,Profinet,DCE RPC WRITE RESPONSE,54:e3:b0:00:55:b1,28:63:36:9a:90:b3,172.16.106.24,172.16.106.11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,192,64,0x4de5,0,0,0,0xbe5a,53428,172,04:02:28:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:02:00:02:00:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:cb:c3:ef:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:01:00:00:00:01:00:00:00:02:00:00:00:03:00:ff:ff:ff:ff:54:00:00:00:00:01:00:00:00:00:40:00:00:00:44:00:00:00:00:00:00:00:40:00:00:00:80:08:00:3c:01:00:00:00:64:3d:32:87:c5:6f:c9:4d:b2:5d:bd:0b:4a:92:4e:cd:00:00:00:00:00:00:00:01:00:00:10:00:00:00:00:04:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00,49152,0,0,0
466669,ARP,REQUEST,ac:64:17:03:4f:c5,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535169,ARP,REQUEST,28:63:36:a9:de:e6,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102994,ARP,REPLY,28:63:36:a9:de:e6,28:63:36:9a:90:b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3102996,0,0,28:63:36:9a:90:b3,28:63:36:a9:de:e6,172.16.106.11,172.16.106.14,FALSE,FALSE,FALSE,TRUE,40,0,0,TRUE,FALSE,FALSE,0,20,60,64,0x341a,0x32c4,102,44536,0,0,0,0,0,1,1,1
3103015,S7,PLUS_REQUEST,28:63:36:9a:90:b3,28:63:36:a9:de:e6,0,172.16.106.14,TRUE,FALSE,FALSE,FALSE,20,22,03:00:00:16:11:e0:00:00:00:01:00:c0:01:0a:c1:02:01:00:c2:02:01:00,TRUE,FALSE,FALSE,0,20,62,64,0x3416,0x779f,102,44536,0,0,0,0,0,1,1,1
3103047,S7,PLUS_RESPONSE,28:63:36:a9:de:e6,28:63:36:9a:90:b3,172.16.106.14,172.16.106.11,TRUE,FALSE,FALSE,FALSE,20,22,03:00:00:16:11:d0:00:01:00:03:00:c0:01:0a:c1:02:01:00:c2:02:01:00,FALSE,FALSE,FALSE,0,20,62,30,0x6e30,0xd9a6,44536,102,0,0,0,0,0,1,0,0
3103053,S7,OPEN CONNECTION,28:63:36:a9:ac:eb,28:63:36:a9:de:e6,172.16.106.12,172.16.106.14,TRUE,FALSE,FALSE,FALSE,20,25,03:00:00:19:02:f0:80:32:01:00:00:00:00:00:08:00:00:f0:00:00:01:00:01:01:e0,TRUE,FALSE,FALSE,0,20,65,64,0x3411,0xa109,102,44536,0,0,0,0,0,1,1,1
3103091,S7,DOWNLOAD REQUEST,ac:64:17:03:4f:c5,28:63:36:a9:de:e6,172.16.106.13,172.16.106.14,TRUE,FALSE,FALSE,FALSE,20,49,03:00:00:31:02:f0:80:32:01:00:00:01:00:00:20:00:00:1a:00:01:00:00:00:00:00:09:5f:30:38:30:30:30:30:31:50:0d:31:30:30:30:31:34:30:30:30:30:30:32:38,TRUE,FALSE,FALSE,0,20,89,64,0x33f8,0xc87b,102,44536,0,0,0,0,0,1,1,1
3103133,S7,DOWNLOAD,28:63:36:a9:de:e6,28:63:36:9a:90:b3,172.16.106.14,0,TRUE,FALSE,FALSE,FALSE,20,35,03:00:00:23:02:f0:80:32:01:00:00:01:00:00:12:00:00:1b:00:00:00:00:00:00:00:09:5f:30:38:30:30:30:30:31:50,FALSE,FALSE,FALSE,0,20,75,30,0x6e20,0x9397,44536,102,0,0,0,0,0,1,1,1
3103344,S7,DOWNLOAD END,28:63:36:a9:de:e6,28:63:36:a9:ac:eb,172.16.106.14,172.16.106.12,TRUE,FALSE,FALSE,FALSE,20,35,03:00:00:23:02:f0:80:32:01:00:00:03:00:00:12:00:00:1c:00:00:00:00:00:00:00:09:5f:30:38:30:30:30:30:31:50,FALSE,FALSE,FALSE,0,20,75,30,0x6e1f,0x92cc,44536,102,0,0,0,0,0,1,1,1
3103354,S7,PLC CONTROL,28:63:36:a9:de:e6,28:63:36:a9:de:e6,172.16.106.14,172.16.106.14,TRUE,FALSE,FALSE,FALSE,20,43,03:00:00:2b:02:f0:80:32:01:00:00:02:00:00:1a:00:00:28:00:00:00:00:00:00:fd:00:0a:01:00:30:38:30:30:30:30:31:50:05:5f:49:4e:53:45,TRUE,FALSE,FALSE,0,20,83,64,0x33fa,0x8dcf,102,44536,0,0,0,0,0,1,1,1
3626351,S7,PLC STOP,00:a0:45:9b:55:d9,28:63:36:a9:de:e6,172.16.106.21,172.16.106.14,TRUE,FALSE,FALSE,FALSE,20,33,03:00:00:21:02:f0:80:32:01:00:00:03:00:00:10:00:00:29:00:00:00:00:00:09:50:5f:50:52:4f:47:52:41:4d,TRUE,FALSE,FALSE,0,20,73,64,0x9061,0xb8a1,102,44538,0,0,0,0,0,1,1,1
3626763,Profinet,ACYCLIC IO ALARM LOW,ac:64:17:03:4f:c5,54:e3:b0:00:55:b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3626764,Profinet,ACYCLIC IO ALARM LOW,28:63:36:9a:90:b3,54:e3:b0:00:55:b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3633403,Profinet,ACYCLIC IO ALARM HIGH,28:63:36:a9:de:e6,28:63:36:9a:90:b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3635856,Profinet,PN DCP IDENTIFY REQUEST,ac:64:17:03:4f:c5,01:0e:cf:00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3635859,Profinet,PN DCP IDENTIFY REQUEST,28:63:36:9a:90:b3,01:0e:cf:00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3666001,Profinet,PN DCP IDENTIFY RESPONSE SUCCESS,54:e3:b0:00:55:b7,ac:64:17:03:4f:c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3666019,Profinet,PN DCP IDENTIFY RESPONSE SUCCESS,54:e3:b0:00:55:b1,28:63:36:9a:90:b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3672031,ARP,REPLY,54:e3:b0:00:55:b7,ac:64:17:03:4f:c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3684085,Profinet,DCE RPC CONNECT REQUEST,ac:64:17:03:4f:c5,54:e3:b0:00:55:b7,172.16.106.13,172.16.106.25,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,553,64,0x709a,0,0,0,0x5d12,34964,533,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:02:00:02:00:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:b2:93:76:2c:01:00:10:10:b0:e9:ac:64:17:03:4f:c5:00:00:00:00:01:00:00:00:00:00:00:00:00:00:ff:ff:ff:ff:bd:01:00:00:00:00:a9:01:00:00:a9:01:00:00:a9:01:00:00:00:00:00:00:a9:01:00:00:01:01:00:41:01:00:00:01:bb:32:d6:6b:43:7c:cc:4d:8c:7c:7e:7a:20:92:ee:85:00:02:ac:64:17:03:4f:c5:de:a0:00:00:6c:97:11:d1:82:71:00:64:01:14:00:2a:00:00:00:11:02:58:88:92:00:0b:66:65:73:74:6f:2d:73:70:73:2d:33:01:02:00:56:01:00:00:01:00:01:88:92:00:00:00:02:00:28:80:01:00:20:00:02:00:02:00:00:ff:ff:ff:ff:00:03:00:03:c0:00:00:00:00:00:00:00:00:01:00:00:00:00:00:05:00:00:00:01:00:00:00:00:80:00:00:01:00:00:80:01:00:02:00:00:80:02:00:03:00:01:00:01:00:04:00:01:00:02:00:01:00:25:01:02:00:56:01:00:00:02:00:02:88:92:00:00:00:02:00:28:80:20:00:20:00:02:00:02:00:00:ff:ff:ff:ff:00:03:00:03:c0:00:00:00:00:00:00:00:00:01:00:00:00:00:00:01:00:02:00:01:00:05:00:05:00:00:00:01:00:00:00:00:80:00:00:01:00:00:80:01:00:02:00:00:80:02:00:03:00:01:00:01:00:04:01:04:00:4a:01:00:00:01:00:00:00:00:00:00:00:00:10:01:00:00:00:04:00:01:00:00:10:00:00:00:00:01:00:00:01:01:80:00:00:00:10:01:00:00:00:01:00:00:01:01:80:01:00:00:10:01:00:00:00:01:00:00:01:01:80:02:00:00:10:01:00:00:00:01:00:00:01:01:01:04:00:20:01:00:00:01:00:00:00:00:00:01:00:00:00:02:00:00:00:01:00:01:00:00:00:01:00:01:00:01:00:20:01:01:01:04:00:20:01:00:00:01:00:00:00:00:00:02:00:00:00:03:00:00:00:01:00:01:00:00:00:02:00:02:00:02:00:20:01:01:01:03:00:16:01:00:00:01:88:92:00:00:00:00:00:01:00:03:00:01:01:00:c0:00:a0:00,54485,0,1,1
