frame.number,protocol,function,eth.src,eth.dst,ip.src,ip.dst,tcp.flags_ack,tcp.flags_fin,tcp.flags_reset,tcp.flags_syn,tcp.hdr_len,tcp.len,tcp.payload,ip.flags_df,ip.flags_mf,ip.flags_rb,ip.frag_offset,ip.hdr_len,ip.len,ip.ttl,ip.checksum,tcp.checksum,tcp.dstport,tcp.srcport,udp.checksum,udp.dstport,udp.length,udp.payload,udp.srcport,ground_truth,Predictions,Predictions_2
3684135,Profinet,DCE RPC CONNECT RESPONSE,54:e3:b0:00:55:b7,ac:64:17:03:4f:c5,172.16.106.25,172.16.106.13,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,198,64,0x4ddf,0,0,0,0xa96d,54485,178,04:02:28:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:02:00:02:00:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:b2:93:76:2c:01:00:10:10:b0:e9:ac:64:17:03:4f:c5:01:00:00:00:01:00:00:00:00:00:00:00:00:00:ff:ff:ff:ff:5a:00:00:00:00:01:00:00:00:00:46:00:00:00:a9:01:00:00:00:00:00:00:46:00:00:00:81:01:00:1e:01:00:00:01:bb:32:d6:6b:43:7c:cc:4d:8c:7c:7e:7a:20:92:ee:85:00:02:54:e3:b0:00:55:b7:88:92:81:02:00:08:01:00:00:01:00:01:80:01:81:02:00:08:01:00:00:02:00:02:80:20:81:03:00:08:01:00:00:01:00:02:01:00,49152,0,1,1
3684145,Profinet,DCE RPC CONTROL REQUEST,ac:64:17:03:4f:c5,54:e3:b0:00:55:b7,172.16.106.13,172.16.106.25,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,160,64,0x9de6,0,0,0,0x722b,49152,140,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:02:00:02:00:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:b2:93:76:2c:01:00:10:10:b0:e9:ac:64:17:03:4f:c5:01:00:00:00:01:00:00:00:01:00:00:00:04:00:ff:ff:ff:ff:34:00:00:00:00:00:20:00:00:00:20:00:00:00:20:00:00:00:00:00:00:00:20:00:00:00:01:10:00:1c:01:00:00:00:bb:32:d6:6b:43:7c:cc:4d:8c:7c:7e:7a:20:92:ee:85:00:02:00:00:00:01:00:00,54485,0,1,1
3684202,Profinet,DCE RPC CONTROL RESPONSE,54:e3:b0:00:55:b7,ac:64:17:03:4f:c5,172.16.106.25,172.16.106.13,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,160,64,0x4e04,0,0,0,0x0a21,54485,140,04:02:28:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:02:00:02:00:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:b2:93:76:2c:01:00:10:10:b0:e9:ac:64:17:03:4f:c5:01:00:00:00:01:00:00:00:01:00:00:00:04:00:ff:ff:ff:ff:34:00:00:00:00:01:00:00:00:00:20:00:00:00:20:00:00:00:00:00:00:00:20:00:00:00:81:10:00:1c:01:00:00:00:bb:32:d6:6b:43:7c:cc:4d:8c:7c:7e:7a:20:92:ee:85:00:02:00:00:00:08:00:00,49152,0,1,1
4477290,Profinet,PN DCP SET REQUEST,00:50:56:c0:00:01,54:e3:b0:00:55:b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4477319,Profinet,PN DCP SET SUCCESS,54:e3:b0:00:55:b7,00:50:56:c0:00:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
5447219,ARP,REPLY,28:63:36:a9:ac:eb,28:63:36:9a:90:b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
5447221,0,0,00:a0:45:9b:55:d9,28:63:36:a9:ac:eb,172.16.106.21,172.16.106.12,FALSE,FALSE,FALSE,TRUE,40,0,0,TRUE,FALSE,FALSE,0,20,60,64,0x3893,0xaeff,102,53382,0,0,0,0,0,1,1,1
5447240,S7,PLUS_REQUEST,00:60:34:12:ab:7f,28:63:36:a9:ac:eb,172.16.106.23,172.16.106.12,TRUE,FALSE,FALSE,FALSE,20,22,03:00:00:16:11:e0:00:00:00:35:00:c1:02:01:00:c2:02:01:02:c0:01:0a,TRUE,FALSE,FALSE,0,20,62,64,0x388f,0x2cfc,102,53382,0,0,0,0,0,1,1,1
5447271,S7,PLUS_RESPONSE,28:63:36:a9:ac:eb,28:63:36:a9:ac:eb,172.16.106.12,172.16.106.12,TRUE,FALSE,FALSE,FALSE,20,22,03:00:00:16:11:d0:00:35:00:04:00:c0:01:0a:c1:02:01:00:c2:02:01:02,FALSE,FALSE,FALSE,0,20,62,30,0x6552,0x1180,53382,102,0,0,0,0,0,1,0,0
5447277,S7,OPEN CONNECTION,54:e3:b0:00:55:b1,28:63:36:a9:ac:eb,172.16.106.24,172.16.106.12,TRUE,FALSE,FALSE,FALSE,20,25,03:00:00:19:02:f0:80:32:01:00:00:02:00:00:08:00:00:f0:00:00:01:00:01:01:e0,TRUE,FALSE,FALSE,0,20,65,64,0x388a,0xd917,102,53382,0,0,0,0,0,1,1,1
5447323,S7,PLUS_DATA,54:e3:b0:00:55:b7,28:63:36:a9:ac:eb,172.16.106.25,172.16.106.12,TRUE,FALSE,FALSE,FALSE,20,7,03:00:00:07:02:f0:00,TRUE,FALSE,FALSE,0,20,47,64,0x389b,0x452e,102,53382,0,0,0,0,0,1,1,1
5449747,S7,STATE LIST,28:63:36:9a:90:b3,28:63:36:a9:ac:eb,172.16.106.11,172.16.106.12,TRUE,FALSE,FALSE,FALSE,20,33,03:00:00:21:02:f0:80:32:07:00:00:03:00:00:08:00:08:00:01:12:04:11:44:01:00:ff:09:00:04:01:32:00:04,TRUE,FALSE,FALSE,0,20,73,64,0x3880,0x2099,102,53382,0,0,0,0,0,1,1,1
5566308,Profinet,DCE RPC READ REQUEST,28:63:36:a9:ac:eb,00:30:de:41:df:28,172.16.106.12,172.16.106.22,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,192,30,0x64d5,0,0,0,0x2fad,49152,172,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:00:02:ee:01:1d:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:0b:00:00:00:00:00:10:10:80:bc:28:63:36:a9:ac:eb:e8:03:00:00:01:00:00:00:03:00:00:00:02:00:ff:ff:ff:ff:54:00:00:00:00:00:40:20:00:00:40:00:00:00:40:20:00:00:00:00:00:00:40:00:00:00:00:09:00:3c:01:00:00:05:a8:1b:42:19:e7:2b:47:47:af:de:2b:1a:58:56:7e:09:00:00:00:00:00:00:00:01:00:00:f8:42:00:00:20:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00,49155,1,1,1
5566315,Profinet,DCE RPC READ RESPONSE,00:30:de:41:df:28,28:63:36:a9:ac:eb,172.16.106.22,172.16.106.12,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,20,208,64,0x4dd5,0,0,0,0x528e,49155,188,04:02:28:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:00:02:ee:01:1d:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:0b:00:00:00:00:00:10:10:80:bc:28:63:36:a9:ac:eb:e8:03:00:00:01:00:00:00:03:00:00:00:02:00:ff:ff:ff:ff:64:00:00:00:00:00:00:00:00:00:50:00:00:00:40:20:00:00:00:00:00:00:50:00:00:00:80:09:00:3c:01:00:00:05:a8:1b:42:19:e7:2b:47:47:af:de:2b:1a:58:56:7e:09:00:00:00:00:00:00:00:01:00:00:f8:42:00:00:00:10:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:04:00:00:0c:01:00:00:00:00:00:00:00:00:00:80:00,49152,1,1,1
7973675,ARP,REQUEST,28:63:36:9a:90:b3,28:63:36:a9:de:e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
